dt,price,ret,upper,lower,filters_ok,signal_T,entry_signal,exposure_for_pnl,scale_t
2000-02-01,1856.0,-0.0064239828693790635,1879.7244621242926,1850.6755378757075,0.0,0.0,0.0,0.0,1.0
2000-02-02,1827.0,-0.015625,1867.8230428862437,1852.1769571137563,0.0,0.0,0.0,0.0,1.0
2000-02-03,1817.0,-0.005473453749315849,1876.2665641023214,1832.9334358976785,0.0,0.0,0.0,0.0,1.0
2000-02-04,1819.0,0.0011007154650521933,1874.6458825644606,1815.7541174355395,0.0,0.0,0.0,0.0,1.0
2000-02-07,1823.0,0.0021990104452995762,1868.4699211457,1806.3300788543002,0.0,0.0,0.0,0.0,1.0
2000-02-08,1813.0,-0.005485463521667566,1849.7316666015577,1807.0683333984425,0.0,0.0,0.0,0.0,1.0
2000-02-09,1815.0,0.0011031439602868787,1827.0498275841576,1812.5501724158423,1.0,0.0,0.0,0.0,1.0
2000-02-10,1878.0,0.034710743801652955,1822.5613951602268,1812.2386048397734,0.0,0.0,0.0,0.0,1.0
2000-02-11,1871.0,-0.0037273695420659836,1866.2638786818854,1792.9361213181144,0.0,0.0,0.0,0.0,1.0
2000-02-14,1862.0,-0.0048102618920363716,1882.6802061850692,1797.3197938149308,0.0,0.0,0.0,0.0,1.0
2000-02-15,1844.5,-0.009398496240601517,1889.9005938200403,1805.6994061799596,0.0,0.0,0.0,0.0,1.0
2000-02-16,1833.0,-0.00623475196530221,1887.9096140173178,1820.290385982682,0.0,0.0,0.0,0.0,1.0
2000-02-17,1845.0,0.00654664484451728,1882.7261862855694,1832.6738137144307,0.0,0.0,0.0,0.0,1.0
2000-02-18,1844.0,-0.0005420054200542257,1871.482345301756,1830.717654698244,0.0,0.0,0.0,0.0,1.0
2000-02-21,1821.0,-0.012472885032537961,1859.6395121865874,1831.7604878134127,0.0,0.0,0.0,0.0,1.0
2000-02-22,1833.0,0.006589785831960571,1851.571247279471,1823.428752720529,0.0,0.0,0.0,0.0,1.0
2000-02-23,1856.0,0.012547735951991212,1848.3590273196776,1822.0409726803225,0.0,0.0,0.0,0.0,1.0
2000-02-24,1868.0,0.006465517241379226,1857.6342367372426,1821.9657632627573,0.0,0.0,0.0,0.0,1.0
2000-02-25,1826.0,-0.0224839400428265,1869.2221675121255,1819.5778324878747,0.0,0.0,0.0,0.0,1.0
2000-02-28,1745.0,-0.04435925520262873,1867.9893361448935,1813.6106638551064,0.0,0.0,0.0,0.0,1.0
2000-02-29,1733.0,-0.006876790830945612,1890.1982971911798,1761.00170280882,0.0,0.0,0.0,0.0,1.0
2000-03-01,1773.0,0.023081361800346256,1889.9026689968948,1721.297331003105,0.0,0.0,0.0,0.0,1.0
2000-03-02,1752.0,-0.011844331641285955,1865.3026867154756,1712.6973132845244,0.0,0.0,0.0,0.0,1.0
2000-03-03,1761.0,0.005136986301369939,1814.9798739323314,1716.6201260676685,0.0,0.0,0.0,0.0,1.0
2000-03-06,1768.0,0.003975014196479165,1773.244070044881,1732.3559299551189,0.0,0.0,0.0,0.0,1.0
2000-03-07,1749.0,-0.01074660633484159,1778.5409555129377,1736.2590444870625,0.0,0.0,0.0,0.0,1.0
2000-03-08,1728.0,-0.012006861063464824,1774.301824696003,1746.8981753039968,0.0,0.0,0.0,0.0,1.0
2000-03-09,1754.0,0.01504629629629628,1771.9602554011485,1731.2397445988513,0.0,0.0,0.0,0.0,1.0
2000-03-10,1756.0,0.0011402508551880963,1772.4132310034447,1731.5867689965553,0.0,0.0,0.0,0.0,1.0
2000-03-13,1738.5,-0.009965831435079675,1770.6265126805554,1731.3734873194446,1.0,0.0,0.0,0.0,1.0
2000-03-14,1771.0,0.018694276675294885,1760.8206870078886,1729.3793129921112,1.0,-1.0,-1.0,0.0,1.0
2000-03-15,1776.0,0.0028232636928289256,1771.8293528791141,1727.1706471208859,1.0,-1.0,-1.0,-1.0,1.0
2000-03-16,1791.0,0.008445945945946054,1779.080990966416,1739.1190090335838,1.0,-1.0,-1.0,-2.0,1.0
2000-03-17,1802.0,0.006141820212171911,1793.3747093007535,1739.6252906992465,1.0,-1.0,-1.0,-2.0,1.0
2000-03-20,1783.0,-0.010543840177580477,1808.0930548111783,1743.3069451888218,1.0,0.0,0.0,-2.0,1.0
2000-03-21,1805.0,0.012338754907459393,1801.1027270473699,1768.09727295263,1.0,-1.0,-1.0,-1.0,1.0
2000-03-22,1794.0,-0.006094182825484795,1807.90272704737,1774.8972729526301,1.0,0.0,0.0,-1.0,1.0
2000-03-23,1793.0,-0.0005574136008918984,1806.8110118110176,1783.1889881889824,1.0,0.0,0.0,-1.0,1.0
2000-03-24,1780.0,-0.007250418293363037,1806.9646011604377,1783.8353988395625,1.0,1.0,1.0,0.0,1.0
2000-03-27,1763.0,-0.009550561797752821,1804.3154046127033,1777.6845953872967,1.0,1.0,1.0,1.0,1.0
2000-03-28,1768.0,0.0028360748723765816,1808.570813614697,1765.429186385303,1.0,0.0,0.0,2.0,1.0
2000-03-29,1774.0,0.0033936651583710287,1798.5404329411974,1760.6595670588024,1.0,0.0,0.0,1.0,1.0
2000-03-30,1780.0,0.0033821871476888976,1791.2057681643678,1759.994231835632,1.0,0.0,0.0,0.0,1.4195584264541126
2000-03-31,1764.0,-0.008988764044943864,1783.0399203184088,1762.9600796815912,1.0,0.0,0.0,0.0,1.4195584264541126
2000-04-03,1754.0,-0.005668934240362855,1779.3999999999996,1760.2000000000003,1.0,1.0,1.0,0.0,1.4195584264541126
2000-04-04,1754.0,0.0,1781.281566172707,1754.718433827293,0.0,0.0,0.0,1.0,1.419612280079525
2000-04-05,1747.0,-0.003990877993158448,1780.9149610244506,1749.4850389755495,0.0,0.0,0.0,1.0,1.419612280079525
2000-04-06,1692.0,-0.031482541499713745,1776.9918585382732,1742.6081414617267,0.0,0.0,0.0,0.0,1.412115812099297
2000-04-07,1685.5,-0.0038416075650118398,1780.7170092296897,1703.6829907703104,0.0,0.0,0.0,0.0,1.412115812099297
2000-04-10,1711.0,0.015129041827350864,1772.9951610385424,1680.0048389614576,0.0,0.0,0.0,0.0,1.412115812099297
2000-04-11,1725.0,0.008182349503214503,1759.8903560356423,1675.9096439643579,0.0,0.0,0.0,0.0,1.412115812099297
2000-04-12,1720.0,-0.0028985507246376274,1745.6222314293066,1678.5777685706933,0.0,0.0,0.0,0.0,1.412115812099297
2000-04-13,1701.0,-0.01104651162790693,1729.897198106668,1683.5028018933322,0.0,0.0,0.0,0.0,1.412115812099297
2000-04-14,1669.0,-0.018812463256907663,1729.6707345172529,1687.3292654827471,0.0,0.0,0.0,0.0,1.412115812099297
2000-04-17,1653.0,-0.009586578789694378,1734.9953016430443,1675.4046983569558,0.0,0.0,0.0,0.0,1.412115812099297
2000-04-18,1684.0,0.018753781004234638,1735.9797121273846,1651.2202878726152,0.0,0.0,0.0,0.0,1.412115812099297
2000-04-19,1708.0,0.014251781472684133,1720.649680849619,1650.1503191503812,0.0,0.0,0.0,0.0,1.412115812099297
2000-04-20,1698.0,-0.005854800936768156,1713.3430387403766,1652.6569612596234,0.0,0.0,0.0,0.0,1.412115812099297
2000-04-21,1704.0,0.0035335689045936647,1711.9861454062539,1652.8138545937463,0.0,0.0,0.0,0.0,1.412115812099297
2000-04-24,1704.0,0.0,1719.303845906505,1659.496154093495,0.0,0.0,0.0,0.0,1.412115812099297
2000-04-25,1730.0,0.015258215962441257,1712.2427845034229,1686.957215496577,0.0,0.0,0.0,0.0,1.412115812099297
2000-04-26,1740.0,0.005780346820809301,1725.4060230037173,1692.1939769962826,0.0,0.0,0.0,0.0,1.412115812099297
2000-04-27,1729.5,-0.0060344827586207295,1740.127093693409,1690.272906306591,0.0,0.0,0.0,0.0,1.412115812099297
2000-04-28,1752.0,0.013009540329575131,1743.6573915432298,1699.3426084567702,0.0,0.0,0.0,0.0,1.412115812099297
2000-05-01,1752.0,0.0,1754.856893736345,1707.3431062636548,0.0,0.0,0.0,0.0,1.412115812099297
2000-05-02,1789.5,0.021404109589041154,1755.6368671414054,1725.7631328585946,0.0,0.0,0.0,0.0,1.412115812099297
2000-05-03,1772.0,-0.009779267951941839,1783.0074826317468,1722.192517368253,1.0,0.0,0.0,0.0,1.412115812099297
2000-05-04,1777.0,0.0028216704288939187,1789.502049111494,1728.497950888506,1.0,0.0,0.0,0.0,1.412115812099297
2000-05-05,1811.0,0.019133370849746756,1790.4431082574915,1746.5568917425085,0.0,0.0,0.0,0.0,1.412115812099297
2000-05-08,1795.0,-0.008834897846493606,1809.6003412949406,1750.9996587050593,0.0,0.0,0.0,0.0,1.412115812099297
2000-05-09,1801.0,0.003342618384401197,1809.610866712912,1768.1891332870882,1.0,0.0,0.0,0.0,1.412115812099297
2000-05-10,1795.0,-0.003331482509716821,1813.1718001083207,1769.2281998916794,1.0,0.0,0.0,0.0,1.412115812099297
2000-05-11,1798.0,0.0016713091922004875,1812.4060230037176,1779.1939769962823,1.0,0.0,0.0,0.0,1.412115812099297
2000-05-12,1828.0,0.016685205784204626,1808.8994381845148,1791.1005618154852,1.0,-1.0,-1.0,0.0,1.412115812099297
2000-05-15,1828.0,0.0,1822.1493999903996,1784.6506000096006,1.0,-1.0,-1.0,-1.0,1.4121918405344496
2000-05-16,1848.0,0.010940919037199182,1832.228360263411,1787.771639736589,1.0,-1.0,-1.0,-2.0,1.4122694908361462
2000-05-17,1833.0,-0.008116883116883078,1849.5436560489932,1789.256343951007,1.0,0.0,0.0,-2.0,1.2053564948685787
2000-05-18,1835.0,0.0010911074740862503,1851.3721152139078,1802.6278847860922,1.0,0.0,0.0,-1.0,1.1169439721035952
2000-05-19,1826.0,-0.004904632152588517,1845.4063617967063,1823.393638203294,1.0,0.0,0.0,0.0,1.116907268132101
2000-05-22,1820.0,-0.003285870755750264,1845.580155439371,1822.419844560629,1.0,1.0,1.0,0.0,1.116907268132101
2000-05-23,1818.0,-0.001098901098901095,1846.5541513345024,1818.2458486654978,1.0,1.0,1.0,1.0,1.1169651633607556
2000-05-24,1828.0,0.005500550055005604,1836.5557865278863,1816.2442134721139,1.0,0.0,0.0,2.0,1.1168172488635733
2000-05-25,1811.0,-0.009299781181619227,1834.4796475702528,1816.3203524297473,1.0,1.0,1.0,1.0,1.0821287183725021
2000-05-26,1821.0,0.005521811154058476,1829.6796475702527,1811.5203524297472,1.0,0.0,0.0,1.0,1.0614374560036464
2000-05-29,1824.0,0.0016474464579900872,1827.7939001702482,1811.4060998297516,1.0,0.0,0.0,1.0,1.0530443953199966
2000-05-30,1764.0,-0.03289473684210531,1829.0220647179199,1811.7779352820803,1.0,1.0,1.0,0.0,1.0521056386008947
2000-05-31,1770.0,0.00340136054421758,1844.8241394500985,1774.3758605499013,1.0,1.0,1.0,1.0,1.0521387845638481
2000-06-01,1777.0,0.00395480225988698,1836.6173536120743,1759.3826463879257,1.0,0.0,0.0,2.0,1.0493818315418526
2000-06-02,1746.0,-0.017445132245357375,1830.0543433865507,1752.3456566134494,1.0,1.0,1.0,1.0,1.0342421037356193
2000-06-05,1754.0,0.004581901489117968,1815.2276824830785,1737.1723175169216,1.0,0.0,0.0,1.0,0.9732218055746646
2000-06-06,1760.0,0.003420752565564511,1778.8060230037177,1745.5939769962824,1.0,0.0,0.0,1.0,0.9686071619983079
2000-06-07,1715.0,-0.025568181818181768,1777.9843299533022,1744.815670046698,0.0,0.0,0.0,0.0,0.9659978952240558
2000-06-08,1740.0,0.014577259475218707,1781.0323358560852,1719.767664143915,1.0,0.0,0.0,0.0,0.9659978952240558
2000-06-09,1748.5,0.004885057471264442,1766.3538005472342,1719.6461994527658,1.0,0.0,0.0,0.0,0.9659978952240558
2000-06-12,1731.5,-0.00972261938804686,1767.0457002444182,1719.9542997555818,0.0,0.0,0.0,0.0,0.9659744197402155
2000-06-13,1757.0,0.01472711521801906,1761.8915923430416,1716.1084076569584,1.0,0.0,0.0,0.0,0.9673531651623106
2000-06-14,1768.0,0.00626067159931698,1760.0925102281872,1716.707489771813,1.0,-1.0,-1.0,0.0,1.0244328693886042
2000-06-15,1769.0,0.0005656108597285048,1768.121323175973,1729.878676824027,1.0,-1.0,-1.0,-1.0,1.0605808296216066
2000-06-16,1801.0,0.018089315997738886,1775.620302591461,1733.9796974085389,1.0,-1.0,-1.0,-2.0,1.1858892850635891
2000-06-19,1805.0,0.002220988339811214,1798.8866044726167,1731.7133955273832,1.0,-1.0,-1.0,-2.0,0.9236679947350314
2000-06-20,1788.0,-0.009418282548476431,1808.9309522829788,1751.0690477170212,1.0,0.0,0.0,-2.0,0.9282661572759358
2000-06-21,1799.5,0.006431767337807592,1809.4649951644096,1762.9350048355905,1.0,0.0,0.0,-1.0,0.8733317196758879
2000-06-22,1801.0,0.0008335648791331085,1812.057607215608,1772.942392784392,1.0,0.0,0.0,0.0,0.8686943314670398
2000-06-23,1777.0,-0.013325930038867284,1807.5220647179199,1790.2779352820803,1.0,1.0,1.0,0.0,0.8804224084422786
2000-06-26,1803.0,0.014631401238041741,1809.4733535703826,1778.7266464296172,1.0,0.0,0.0,1.0,0.8855706405632521
2000-06-27,1794.0,-0.004991680532445919,1808.4702403501094,1778.9297596498907,1.0,0.0,0.0,1.0,0.8575652806843949
2000-06-28,1808.0,0.0078037904124861335,1809.0541513345024,1780.7458486654978,1.0,0.0,0.0,0.0,0.8548795365124092
2000-06-29,1780.0,-0.015486725663716783,1812.772198366332,1780.4278016336677,1.0,1.0,1.0,0.0,0.8548795365124092
2000-06-30,1790.0,0.00561797752808979,1810.7613724977193,1774.0386275022809,1.0,0.0,0.0,1.0,0.8548795365124092
2000-07-03,1794.0,0.0022346368715084886,1809.7580486514985,1780.2419513485015,1.0,0.0,0.0,1.0,0.8504814558041959
2000-07-04,1787.0,-0.0039018952062430667,1806.6966662550424,1779.7033337449577,1.0,0.0,0.0,0.0,0.8514391877886486
2000-07-05,1787.0,0.0,1805.7556440195356,1777.8443559804643,1.0,0.0,0.0,0.0,0.8514391877886486
2000-07-06,1767.0,-0.011191941801902638,1794.4804069647075,1780.7195930352923,1.0,1.0,1.0,0.0,0.8514391877886486
2000-07-07,1768.0,0.0005659309564232107,1799.039230748157,1770.960769251843,1.0,1.0,1.0,1.0,0.8514434064028602
2000-07-10,1787.0,0.01074660633484159,1797.1027270473699,1764.09727295263,1.0,0.0,0.0,2.0,0.8514210706515621
2000-07-11,1793.0,0.003357582540570725,1793.537363774418,1764.862636225582,1.0,0.0,0.0,1.0,0.7994006804030386
2000-07-12,1808.0,0.008365867261572735,1796.5443488564883,1764.2556511435118,1.0,-1.0,-1.0,0.0,0.7983625302891549
2000-07-13,1806.0,-0.0011061946902655162,1807.9268086115524,1761.2731913884475,0.0,0.0,0.0,-1.0,0.7983419549899509
2000-07-14,1800.0,-0.0033222591362126463,1814.1701630678322,1770.629836932168,0.0,0.0,0.0,-1.0,0.7982609751154724
2000-07-17,1833.0,0.018333333333333313,1810.626242006656,1786.973757993344,0.0,0.0,0.0,0.0,0.7972943222756389
2000-07-18,1836.0,0.0016366612111293755,1828.3248616231451,1787.6751383768549,0.0,0.0,0.0,0.0,0.7972943222756389
2000-07-19,1834.0,-0.0010893246187363426,1838.9212902852857,1794.278709714714,0.0,0.0,0.0,0.0,0.7972943222756389
2000-07-20,1837.0,0.0016357688113413094,1845.0456447533725,1798.5543552466274,1.0,0.0,0.0,0.0,0.7972943222756389
2000-07-21,1868.0,0.016875340228633684,1849.1068709192054,1806.8931290807946,0.0,0.0,0.0,0.0,0.7972943222756389
2000-07-24,1882.0,0.007494646680942241,1861.5133121303313,1821.6866878696685,0.0,0.0,0.0,0.0,0.7972943222756389
2000-07-25,1874.0,-0.004250797024442088,1881.0924232759808,1821.7075767240194,1.0,0.0,0.0,0.0,0.7972943222756389
2000-07-26,1869.0,-0.0026680896478121774,1888.577018105279,1829.422981894721,0.0,0.0,0.0,0.0,0.7972943222756389
2000-07-27,1880.0,0.005885500267522659,1888.9847775712535,1843.0152224287465,0.0,0.0,0.0,0.0,0.7972943222756389
2000-07-28,1879.0,-0.0005319148936170359,1883.0640415877992,1866.1359584122006,1.0,0.0,0.0,0.0,0.7972943222756389
2000-07-31,1884.5,0.0029270888770622783,1883.8611613775638,1869.738838622436,0.0,0.0,0.0,0.0,0.7972943222756389
2000-08-01,1888.0,0.0018572565667285268,1885.2881161734165,1869.3118838265834,0.0,0.0,0.0,0.0,0.7972943222756389
2000-08-02,1890.0,0.0010593220338983578,1889.7327566148012,1870.4672433851986,0.0,0.0,0.0,0.0,0.7972943222756389
2000-08-03,1875.0,-0.007936507936507908,1890.7621977685612,1877.8378022314387,0.0,0.0,0.0,0.0,0.7972943222756389
2000-08-04,1874.0,-0.0005333333333333856,1891.6731714421717,1874.9268285578282,0.0,0.0,0.0,0.0,0.7972943222756389
2000-08-07,1882.0,0.004268943436499528,1892.2227012451247,1872.3772987548753,1.0,0.0,0.0,0.0,0.7972943222756389
2000-08-08,1873.0,-0.004782146652497321,1891.58570385818,1872.0142961418198,1.0,0.0,0.0,0.0,0.7972943222756389
2000-08-09,1886.0,0.0069407367859049,1888.446761114488,1869.1532388855119,1.0,0.0,0.0,0.0,0.7972943222756389
2000-08-10,1879.0,-0.003711558854718966,1885.6485292703892,1870.3514707296108,1.0,0.0,0.0,0.0,0.7973190921677591
2000-08-11,1870.0,-0.0047897817988291624,1886.1116345641722,1871.4883654358277,1.0,1.0,1.0,0.0,0.7973441540357252
2000-08-14,1883.5,0.007219251336898491,1886.7464278422678,1869.2535721577322,1.0,0.0,0.0,1.0,0.8548319380266599
2000-08-15,1883.5,0.0,1887.3945038347345,1869.2054961652655,1.0,0.0,0.0,1.0,0.8811996356790462
2000-08-16,1880.0,-0.0018582426333952906,1888.903822669835,1871.896177330165,1.0,0.0,0.0,0.0,0.8815052616366837
2000-08-17,1886.0,0.0031914893617022155,1886.618557811327,1871.781442188673,1.0,0.0,0.0,0.0,0.8815052616366837
2000-08-18,1887.0,0.0005302226935313126,1889.0507396126018,1872.149260387398,1.0,0.0,0.0,0.0,0.8815577360690211
2000-08-21,1863.0,-0.012718600953895098,1887.6434873404473,1880.3565126595527,1.0,1.0,1.0,0.0,0.8820186101551738
2000-08-22,1874.0,0.005904455179817525,1893.0829435256321,1866.717056474368,1.0,0.0,0.0,1.0,0.8977112390624803
2000-08-23,1872.5,-0.0008004268943436754,1891.2476412994918,1864.7523587005082,1.0,0.0,0.0,1.0,0.908231678804567
2000-08-24,1878.0,0.002937249666221664,1890.0,1863.0,1.0,0.0,0.0,0.0,0.9117211512609281
2000-08-25,1877.0,-0.0005324813631523151,1886.6000000000001,1863.2,1.0,0.0,0.0,0.0,0.911899746671776
2000-08-28,1884.0,0.0037293553542887548,1880.8993749755841,1864.900625024416,1.0,-1.0,-1.0,0.0,0.9119548517374525
2000-08-29,1913.0,0.015392781316348136,1883.0699246226397,1871.13007537736,1.0,-1.0,-1.0,-1.0,0.9129571988999655
2000-08-30,1920.0,0.003659174072137894,1906.6804958621242,1863.119504137876,0.0,0.0,0.0,-2.0,0.8848021037440564
2000-08-31,1924.0,0.002083333333333437,1921.905272221885,1866.894727778115,0.0,0.0,0.0,-1.0,0.9237598495062577
2000-09-01,1931.0,0.0036382536382535413,1932.5713651732187,1874.628634826781,0.0,0.0,0.0,0.0,0.9260960217741786
2000-09-04,1946.0,0.007767995857068888,1938.8200737099626,1889.9799262900376,1.0,-1.0,-1.0,0.0,0.9278928782872368
2000-09-05,1959.0,0.0066803699897224345,1943.6481452985186,1909.9518547014814,0.0,0.0,0.0,-1.0,0.9278754019847396
2000-09-06,1956.0,-0.0015313935681470214,1957.7784296954578,1914.2215703045422,0.0,0.0,0.0,-1.0,0.9208745763189703
2000-09-07,1963.0,0.0035787321063394106,1963.7538317595527,1922.6461682404474,0.0,0.0,0.0,0.0,0.9204779619558486
2000-09-08,1983.0,0.010188487009679115,1968.2075564796398,1933.7924435203602,0.0,0.0,0.0,0.0,0.9204779619558486
2000-09-11,1979.0,-0.0020171457387796465,1979.6630775062692,1943.136922493731,0.0,0.0,0.0,0.0,0.9204779619558486
2000-09-12,2004.0,0.012632642748862999,1984.3768128767472,1951.6231871232528,1.0,-1.0,-1.0,0.0,0.9204873743080415
2000-09-13,2020.0,0.007984031936127733,2002.1535285795053,1951.8464714204947,0.0,0.0,0.0,-1.0,0.9205827175810078
2000-09-14,2022.0,0.000990099009900991,2019.7609746169912,1959.8390253830087,0.0,0.0,0.0,-1.0,1.2226861664262771
2000-09-15,2014.0,-0.003956478733926794,2028.5766565756394,1974.6233434243604,1.0,0.0,0.0,0.0,1.2318686007638089
2000-09-18,1998.0,-0.00794438927507446,2031.3533437116685,1984.2466562883315,0.0,0.0,0.0,0.0,1.3841726310231532
2000-09-19,1998.0,0.0,2025.4650640099494,1997.7349359900504,0.0,0.0,0.0,0.0,1.4082696375735257
2000-09-20,1976.0,-0.011011011011010985,2026.0920361967464,1994.7079638032537,0.0,0.0,0.0,0.0,1.4082696375735257
2000-09-21,1991.0,0.007591093117408798,2025.3284639199421,1977.8715360800577,0.0,0.0,0.0,0.0,1.4084135251092869
2000-09-22,2010.0,0.00954294324460081,2013.8347497948846,1976.9652502051156,0.0,0.0,0.0,0.0,1.5
2000-09-25,2018.0,0.003980099502487455,2011.2925132918922,1977.9074867081076,0.0,0.0,0.0,0.0,1.5
2000-09-26,1995.0,-0.011397423191278455,2020.596363335788,1976.6036366642118,0.0,0.0,0.0,0.0,1.5
2000-09-27,1990.0,-0.0025062656641604564,2020.1065601123287,1975.8934398876713,0.0,0.0,0.0,0.0,1.5
2000-09-28,1984.0,-0.0030150753768843908,2017.594642002734,1984.005357997266,0.0,0.0,0.0,0.0,1.5
2000-09-29,1997.0,0.0065524193548387455,2018.411575421306,1980.3884245786942,0.0,0.0,0.0,0.0,1.5
2000-10-02,1966.0,-0.015523284927391079,2014.0702055575491,1979.5297944424508,1.0,1.0,1.0,0.0,1.5
2000-10-03,1953.0,-0.00661241098677523,2003.1194497517115,1969.6805502482887,0.0,0.0,0.0,1.0,1.5
2000-10-04,1945.0,-0.004096262160778297,2002.279621084358,1953.720378915642,0.0,0.0,0.0,1.0,1.5
2000-10-05,1971.0,0.013367609254498758,1997.853076092507,1940.146923907493,0.0,0.0,0.0,0.0,1.5
2000-10-06,1958.0,-0.006595636732623089,1993.1925362741194,1939.6074637258807,1.0,0.0,0.0,0.0,1.5
2000-10-09,1940.0,-0.009193054136874323,1972.4325702600784,1944.7674297399215,1.0,1.0,1.0,0.0,1.5
2000-10-10,1959.0,0.009793814432989656,1969.5721983663325,1937.2278016336677,1.0,0.0,0.0,1.0,1.5
2000-10-11,1947.0,-0.006125574272588086,1971.10272704737,1938.0972729526297,1.0,0.0,0.0,1.0,1.5
2000-10-12,1928.0,-0.009758602978941933,1971.0156173780472,1938.9843826219528,1.0,1.0,1.0,0.0,1.5
2000-10-13,1940.0,0.006224066390041472,1963.8051716452326,1928.9948283547676,1.0,0.0,0.0,1.0,1.5
2000-10-16,1936.0,-0.0020618556701030855,1958.0203810727592,1927.5796189272407,1.0,0.0,0.0,1.0,1.5
2000-10-17,1914.0,-0.011363636363636354,1957.7321327225525,1926.2678672774475,1.0,1.0,1.0,0.0,1.5
2000-10-18,1894.0,-0.010449320794148398,1949.9705627484773,1916.0294372515227,1.0,1.0,1.0,1.0,1.5
2000-10-19,1902.0,0.004223864836325308,1947.5284699096467,1897.2715300903535,1.0,0.0,0.0,2.0,1.5
2000-10-20,1884.0,-0.009463722397476393,1944.4719636256727,1889.9280363743273,1.0,1.0,1.0,1.0,1.5
2000-10-23,1885.0,0.0005307855626326408,1932.899814125752,1879.100185874248,1.0,0.0,0.0,1.0,1.5
2000-10-24,1895.0,0.0053050397877985045,1912.6214149226516,1878.9785850773483,1.0,0.0,0.0,1.0,1.5
2000-10-25,1866.0,-0.015303430079155689,1902.0846417883834,1881.9153582116166,1.0,1.0,1.0,0.0,1.5
2000-10-26,1828.0,-0.020364415862808127,1904.6630775062697,1868.1369224937305,0.0,0.0,0.0,1.0,1.5
2000-10-27,1846.0,0.009846827133479286,1907.1800505901833,1836.0199494098165,1.0,0.0,0.0,1.0,1.3312051569793768
2000-10-30,1840.0,-0.00325027085590468,1900.901219492044,1827.098780507956,1.0,0.0,0.0,0.0,1.280482723594172
2000-10-31,1861.0,0.011413043478260887,1890.21647341799,1819.78352658201,1.0,0.0,0.0,0.0,1.280482723594172
2000-11-01,1833.0,-0.015045674368619033,1868.9932681413964,1827.4067318586037,1.0,0.0,0.0,0.0,1.280482723594172
2000-11-02,1836.0,0.0016366612111293755,1858.79709277756,1824.4029072224398,1.0,0.0,0.0,0.0,1.280482723594172
2000-11-03,1840.0,0.002178649237472685,1858.0613592918014,1828.3386407081987,1.0,0.0,0.0,0.0,1.280482723594172
2000-11-06,1824.0,-0.008695652173912993,1856.7885090526397,1827.2114909473603,1.0,1.0,1.0,0.0,1.280482723594172
2000-11-07,1813.0,-0.006030701754385914,1857.2298670640894,1820.3701329359105,1.0,1.0,1.0,1.0,1.280643595919614
2000-11-08,1821.0,0.004412575841147293,1843.6934467950177,1814.7065532049824,1.0,0.0,0.0,2.0,1.268457651368331
2000-11-09,1840.0,0.010433827567270626,1841.6613592918013,1811.9386407081986,1.0,0.0,0.0,1.0,1.2322178752441246
2000-11-10,1818.0,-0.011956521739130421,1843.7164512222762,1811.4835487777236,1.0,0.0,0.0,0.0,1.209872184788058
