date,regime,sizing,sizing_smooth,vix,copper_adx
2018-06-12,NORMAL,1.0,0.993355143558172,12.34,47.858186887148385
2018-06-13,NORMAL,1.0,0.9945632992748679,12.94,47.369208761787604
2018-06-14,NORMAL,1.0,0.9955517903158009,12.12,44.351001361193276
2018-06-15,NORMAL,1.0,0.996360555712928,11.98,40.994248691996106
2018-06-18,NORMAL,1.0,0.9970222728560321,12.31,39.44877774460323
2018-06-19,NORMAL,1.0,0.9975636777912988,13.35,40.4091362489319
2018-06-20,NORMAL,1.0,0.998006645465608,12.79,42.181708579120325
2018-06-21,NORMAL,1.0,0.9983690735627702,14.64,43.71793793195029
2018-06-22,NORMAL,1.0,0.9986656056422665,13.77,44.88910694041229
2018-06-25,NORMAL,1.0,0.998908222798218,17.33,46.444150742131015
2018-06-26,NORMAL,1.0,0.9991067277439964,15.92,48.47325301202417
2018-06-27,MILD_CHOP,0.75,0.9538145954269062,17.91,50.54938670898281
2018-06-28,NORMAL,1.0,0.9622119417129231,16.85,53.2860282067921
2018-06-29,MILD_CHOP,0.75,0.9236279523105734,16.09,55.65778417156016
2018-07-02,MILD_CHOP,0.75,0.8920592337086509,15.6,58.764208107227574
2018-07-03,MILD_CHOP,0.75,0.8662302821252598,16.14,61.71293239514426
2018-07-04,MILD_CHOP,0.75,0.8450975035570306,16.14,64.92396014544144
2018-07-05,NORMAL,1.0,0.8732615938193886,14.97,67.9034659284163
2018-07-06,NORMAL,1.0,0.8963049403976815,13.37,70.74954724950754
2018-07-09,NORMAL,1.0,0.915158587598103,12.69,70.35048711971012
2018-07-10,NORMAL,1.0,0.9305842989439024,12.64,70.00463500721902
2018-07-11,NORMAL,1.0,0.9432053354995564,13.63,71.3665122047357
2018-07-12,NORMAL,1.0,0.9535316381360006,12.58,72.54680577591682
2018-07-13,NORMAL,1.0,0.9619804312021822,12.18,72.99052478014286
2018-07-16,NORMAL,1.0,0.9688930800745126,12.83,73.69711335789479
2018-07-17,NORMAL,1.0,0.9745488836973284,12.06,74.63875798760041
2018-07-18,NORMAL,1.0,0.9791763593887233,12.1,75.47157565002938
2018-07-19,NORMAL,1.0,0.9829624758635007,12.87,76.81079672354511
2018-07-20,NORMAL,1.0,0.9860602075246823,12.86,77.97145498725874
2018-07-23,NORMAL,1.0,0.9885947152474672,12.62,78.97735881581056
2018-07-24,NORMAL,1.0,0.9906684033842914,12.41,70.14311007906642
2018-07-25,NORMAL,1.0,0.9923650573144203,12.29,62.486761173888155
2018-07-26,NORMAL,1.0,0.9937532287117983,12.14,55.851258789400326
2018-07-27,NORMAL,1.0,0.9948890053096531,13.03,49.74078524213595
2018-07-30,NORMAL,1.0,0.9958182770715343,14.26,46.3495479140228
2018-07-31,NORMAL,1.0,0.9965785903312552,12.83,43.19127252355259
2018-08-01,NORMAL,1.0,0.9972006648164815,13.15,43.38324179830914
2018-08-02,NORMAL,1.0,0.9977096348498484,12.19,44.43668496975972
2018-08-03,NORMAL,1.0,0.9981260648771486,11.64,42.794578038111986
2018-08-06,NORMAL,1.0,0.9984667803540306,11.27,41.617434568685105
2018-08-07,NORMAL,1.0,0.9987455475623885,10.93,40.59724356184848
2018-08-08,NORMAL,1.0,0.9989736298237724,10.85,39.71307802259007
2018-08-09,NORMAL,1.0,0.9991602425830863,11.27,34.604197783007386
2018-08-10,NORMAL,1.0,0.9993129257497979,13.16,30.176501575369066
2018-08-13,NORMAL,1.0,0.9994378483407438,14.78,28.851908642584966
2018-08-14,NORMAL,1.0,0.9995400577333358,13.31,31.93817433775078
2018-08-15,NORMAL,1.0,0.9996236836000019,14.64,37.843970478648075
2018-08-16,NORMAL,1.0,0.9996921047636378,13.45,42.9623271340924
2018-08-17,NORMAL,1.0,0.9997480857157035,12.64,47.39823623547748
2018-08-20,NORMAL,1.0,0.9997938883128483,12.49,47.81577251758824
2018-08-21,NORMAL,1.0,0.9998313631650577,12.86,45.286666650082225
2018-08-22,NORMAL,1.0,0.9998620244077745,12.25,43.09477489824367
2018-08-23,NORMAL,1.0,0.9998871108790881,12.41,41.78512016752955
2018-08-24,NORMAL,1.0,0.9999076361737993,11.99,36.74357906900616
2018-08-27,NORMAL,1.0,0.9999244295967449,12.16,32.37424345028589
2018-08-28,NORMAL,1.0,0.999938169670064,12.5,30.317911690853332
2018-08-29,NORMAL,1.0,0.9999494115482341,12.25,27.508177670009996
2018-08-30,NORMAL,1.0,0.9999586094485551,13.53,23.99364251164035
2018-08-31,NORMAL,1.0,0.9999661350033633,12.86,24.418688738998867
2018-09-03,NORMAL,1.0,0.999972292275479,12.86,25.055290369843384
2018-09-04,NORMAL,1.0,0.9999773300435737,13.16,29.168133923869156
2018-09-05,NORMAL,1.0,0.999981451853833,13.91,32.73259833735816
2018-09-06,NORMAL,1.0,0.9999848242440452,14.65,32.551909307256956
2018-09-07,NORMAL,1.0,0.9999875834724006,14.88,32.091182195531644
2018-09-10,NORMAL,1.0,0.9999898410228731,14.16,32.25837699301484
2018-09-11,NORMAL,1.0,0.9999916881096234,13.22,33.89372082879617
2018-09-12,NORMAL,1.0,0.9999931993624191,13.14,30.528736297377154
2018-09-13,NORMAL,1.0,0.9999944358419792,12.37,26.838854237328064
2018-09-14,NORMAL,1.0,0.9999954475070738,12.07,23.913086076582164
2018-09-17,NORMAL,1.0,0.9999962752330602,13.68,22.545212031457375
2018-09-18,NORMAL,1.0,0.9999969524634129,12.79,22.266794361192616
2018-09-19,NORMAL,1.0,0.9999975065609741,11.75,23.05289568139655
2018-09-20,NORMAL,1.0,0.9999979599135242,11.8,23.518644953463507
2018-09-21,NORMAL,1.0,0.999998330838338,11.68,28.508035816376385
2018-09-24,NORMAL,1.0,0.9999986343222764,12.2,32.83217456423421
2018-09-25,NORMAL,1.0,0.999998882627317,12.42,34.80510301724
2018-09-26,NORMAL,1.0,0.9999990857859866,12.89,34.75565178836263
2018-09-27,NORMAL,1.0,0.9999992520067162,12.41,30.87823965048446
2018-09-28,NORMAL,1.0,0.9999993880054951,12.12,27.517815797656716
2018-10-01,NORMAL,1.0,0.9999994992772232,12.0,24.605448458539335
2018-10-02,NORMAL,1.0,0.9999995903177281,12.05,22.970843701200515
2018-10-03,NORMAL,1.0,0.9999996648054139,11.61,21.554186244840203
2018-10-04,NORMAL,1.0,0.999999725749884,14.22,20.806081904570377
2018-10-05,NORMAL,1.0,0.9999997756135415,14.82,20.66800474963835
2018-10-08,HIGH_CHOP,0.5,0.9090907255019884,15.69,20.54833788203059
2018-10-09,HIGH_CHOP,0.5,0.834710593592536,15.95,20.476800546454374
2018-10-10,HIGH_CHOP,0.5,0.7738541220302567,22.96,20.41480152228832
2018-10-11,HIGH_CHOP,0.5,0.7240624634793009,24.98,20.361069034677744
2018-10-12,HIGH_CHOP,0.5,0.6833238337557916,21.31,22.572304697446
2018-10-15,HIGH_CHOP,0.5,0.6499922276183749,21.3,24.488708938511824
2018-10-16,HIGH_CHOP,0.5,0.6227209135059432,17.62,21.55148148878393
2018-10-17,HIGH_CHOP,0.5,0.6004080201412262,17.4,19.005884365686423
2018-10-18,HIGH_CHOP,0.5,0.582152016479185,20.06,19.46991362152028
2018-10-19,HIGH_CHOP,0.5,0.5672152862102423,19.89,19.805637228891086
2018-10-22,HIGH_CHOP,0.5,0.5549943250811074,19.64,18.57423217876321
2018-10-23,HIGH_CHOP,0.5,0.5449953568845424,20.71,18.763772658379406
2018-10-24,NORMAL,1.0,0.6277234738146256,25.23,19.77406130620468
2018-10-25,HIGH_CHOP,0.5,0.6045010240301482,24.22,18.307486614675266
2018-10-26,HIGH_CHOP,0.5,0.5855008378428485,24.16,18.158322986817346
2018-10-29,HIGH_CHOP,0.5,0.5699552309623305,24.7,18.029047842673815
2018-10-30,HIGH_CHOP,0.5,0.5572360980600886,23.35,22.915842410452715
2018-10-31,HIGH_CHOP,0.5,0.546829534776436,21.23,27.999064847262098
2018-11-01,HIGH_CHOP,0.5,0.538315073907993,19.34,28.321686466420505
2018-11-02,HIGH_CHOP,0.5,0.5313486968338125,19.51,27.827684653710534
2018-11-05,HIGH_CHOP,0.5,0.5256489337731193,19.96,27.399549749361892
2018-11-06,HIGH_CHOP,0.5,0.5209854912689157,19.91,25.57225559922106
2018-11-07,MILD_CHOP,0.75,0.5626244928563855,16.36,23.75983081582265
2018-11-08,HIGH_CHOP,0.5,0.5512382214279518,16.72,22.189062670210692
2018-11-09,HIGH_CHOP,0.5,0.5419221811683241,17.36,21.82073752525799
2018-11-12,HIGH_CHOP,0.5,0.534299966410447,20.45,21.746682905784688
2018-11-13,HIGH_CHOP,0.5,0.5280636088812748,20.02,20.710707686634464
2018-11-14,HIGH_CHOP,0.5,0.5229611345392248,21.25,18.82730370983476
2018-11-15,HIGH_CHOP,0.5,0.5187863828048203,19.98,19.598195701127555
2018-11-16,HIGH_CHOP,0.5,0.5153706768403075,18.14,20.971461132058973
2018-11-19,HIGH_CHOP,0.5,0.5125760083238879,20.1,23.771920639122033
2018-11-20,MILD_CHOP,0.75,0.5557440068104538,22.48,24.840610413654492
2018-11-21,MILD_CHOP,0.75,0.5910632782994621,20.8,25.766808218249288
2018-11-22,HIGH_CHOP,0.5,0.5745063186086509,20.8,27.32802402116907
2018-11-23,HIGH_CHOP,0.5,0.5609597152252598,21.52,26.504825709093915
2018-11-26,MILD_CHOP,0.75,0.5953306760933943,18.9,24.483929227401386
2018-11-27,NORMAL,1.0,0.6689069168036862,19.02,23.55711706906534
2018-11-28,HIGH_CHOP,0.5,0.638196568293925,18.49,22.025123357996403
2018-11-29,MILD_CHOP,0.75,0.6585244649677567,18.79,19.87110536308537
2018-11-30,MILD_CHOP,0.75,0.6751563804281645,18.07,18.10359911002746
2018-12-03,MILD_CHOP,0.75,0.6887643112594073,16.44,19.578948019470655
2018-12-04,HIGH_CHOP,0.5,0.6544435273940605,20.74,20.857583740988094
2018-12-05,MILD_CHOP,0.75,0.6718174315042313,20.74,19.300985370540953
2018-12-06,MILD_CHOP,0.75,0.6860324439580074,21.19,20.676865169699052
2018-12-07,HIGH_CHOP,0.5,0.6522083632383697,23.23,21.869294328969406
2018-12-10,HIGH_CHOP,0.5,0.624534115376848,22.64,22.90273293367038
2018-12-11,HIGH_CHOP,0.5,0.6018915489446938,21.76,21.9523177904556
2018-12-12,HIGH_CHOP,0.5,0.5833658127729312,21.46,21.128624666336123
2018-12-13,MILD_CHOP,0.75,0.6136629377233074,20.65,20.414757292099242
2018-12-14,HIGH_CHOP,0.5,0.5929969490463424,21.63,20.438143359389574
2018-12-17,HIGH_CHOP,0.5,0.5760884128560982,24.52,21.113676728654514
2018-12-18,NORMAL,1.0,0.6531632468822621,25.58,27.285615917753663
2018-12-19,NORMAL,1.0,0.7162244747218507,25.58,32.63462988163959
2018-12-20,NORMAL,1.0,0.7678200247724232,28.38,37.27044198367406
2018-12-21,NORMAL,1.0,0.8100345657228916,30.11,41.49835345132007
2018-12-24,NORMAL,1.0,0.8445737355914567,36.07,45.90873135362086
2018-12-25,NORMAL,1.0,0.87283305639301,36.07,49.73105886894821
2018-12-26,NORMAL,1.0,0.895954318867008,30.41,53.04374271556525
2018-12-27,NORMAL,1.0,0.9148717154366428,29.96,51.37909425716759
2018-12-28,NORMAL,1.0,0.9303495853572532,28.34,48.610186133953526
2018-12-31,NORMAL,1.0,0.9430132971104799,25.42,47.535699880963726
2019-01-01,NORMAL,1.0,0.9533745158176652,25.42,46.6044784617059
2019-01-02,MILD_CHOP,0.75,0.9163973311235442,23.22,49.93317075423357
2019-01-03,NORMAL,1.0,0.9315978163738088,25.45,54.112935578719075
2019-01-04,NORMAL,1.0,0.9440345770331162,21.38,52.40975940669636
2019-01-07,NORMAL,1.0,0.9542101084816406,21.4,50.623659360124066
2019-01-08,NORMAL,1.0,0.9625355433031604,20.47,49.42999785822982
2019-01-09,NORMAL,1.0,0.9693472627025856,19.98,45.97989949704781
2019-01-10,NORMAL,1.0,0.9749204876657518,19.5,42.98981425069007
2019-01-11,NORMAL,1.0,0.9794803989992513,18.19,40.39840703718003
2019-01-14,NORMAL,1.0,0.9832112355448419,19.07,39.745408355201086
2019-01-15,MILD_CHOP,0.75,0.9408091927185069,18.6,39.17947616415267
2019-01-16,MILD_CHOP,0.75,0.9061166122242329,19.04,34.35868088963281
2019-01-17,NORMAL,1.0,0.9231863190925542,18.06,30.864585138286948
2019-01-18,HIGH_CHOP,0.5,0.846243351984817,17.8,30.95307070937374
2019-01-21,NORMAL,1.0,0.8741991061693957,17.8,30.13384696674821
2019-01-22,HIGH_CHOP,0.5,0.8061629050476874,20.8,26.132976103375942
2019-01-23,MILD_CHOP,0.75,0.7959514677662897,19.52,22.66555468845331
2019-01-24,MILD_CHOP,0.75,0.787596655445146,18.89,20.551057759561367
2019-01-25,MILD_CHOP,0.75,0.7807608999096649,17.42,22.473109962334853
2019-01-28,HIGH_CHOP,0.5,0.729713463562453,18.87,24.13888853807187
2019-01-29,HIGH_CHOP,0.5,0.6879473792783707,19.13,25.582563303710625
2019-01-30,MILD_CHOP,0.75,0.6992296739550306,17.66,29.70267327878461
2019-01-31,MILD_CHOP,0.75,0.7084606423268431,16.57,34.014796971940726
2019-02-01,MILD_CHOP,0.75,0.7160132528128716,16.14,37.7519708393427
2019-02-04,MILD_CHOP,0.75,0.7221926613923495,15.73,40.99085485775774
2019-02-05,NORMAL,1.0,0.7727030865937405,15.57,45.20895296325047
2019-02-06,NORMAL,1.0,0.8140297981221514,15.38,49.541499612446124
2019-02-07,NORMAL,1.0,0.8478425620999419,16.37,53.29637337508236
2019-02-08,NORMAL,1.0,0.8755075508090433,15.72,52.71367945842199
2019-02-11,NORMAL,1.0,0.8981425415710353,15.97,47.49333046326286
2019-02-12,NORMAL,1.0,0.9166620794672107,15.43,41.88613657671355
2019-02-13,MILD_CHOP,0.75,0.886359883200445,15.65,37.026568541704144
2019-02-14,MILD_CHOP,0.75,0.8615671771640004,16.22,32.16961032460836
2019-02-15,NORMAL,1.0,0.8867367813160003,14.91,30.866340256017384
2019-02-18,NORMAL,1.0,0.9073300938040003,14.91,32.85634574058783
2019-02-19,NORMAL,1.0,0.9241791676578184,14.88,35.66236378526166
2019-02-20,NORMAL,1.0,0.9379647735382151,14.02,39.6448979174021
2019-02-21,NORMAL,1.0,0.949243905622176,14.46,43.09642749859047
2019-02-22,NORMAL,1.0,0.9584722864181439,13.51,47.1073584136567
2019-02-25,NORMAL,1.0,0.9660227797966632,14.85,50.60840502283045
2019-02-26,NORMAL,1.0,0.9722004561972699,15.17,53.81893484116836
2019-02-27,NORMAL,1.0,0.9772549187068571,14.7,56.79087224644899
2019-02-28,NORMAL,1.0,0.9813903880328829,14.78,59.404312165161585
2019-03-01,NORMAL,1.0,0.9847739538450859,13.57,58.49681062575744
2019-03-04,NORMAL,1.0,0.9875423258732521,14.63,52.141722690216774
2019-03-05,NORMAL,1.0,0.9898073575326607,14.74,46.633979812748194
2019-03-06,NORMAL,1.0,0.9916605652539952,15.74,41.860602652275425
2019-03-07,HIGH_CHOP,0.5,0.9022677352078142,16.59,37.98698357828141
2019-03-08,HIGH_CHOP,0.5,0.8291281469882116,16.05,36.21287841581391
2019-03-11,NORMAL,1.0,0.8601957566267184,14.33,34.67532060834208
2019-03-12,NORMAL,1.0,0.8856147099673151,13.77,31.624012449392346
2019-03-13,NORMAL,1.0,0.9064120354278031,13.41,29.010002411545013
2019-03-14,NORMAL,1.0,0.9234280289863843,13.5,27.855177868860295
2019-03-15,NORMAL,1.0,0.9373502055343144,12.88,26.854329931866868
2019-03-18,NORMAL,1.0,0.948741077255348,13.1,25.986928386472567
2019-03-19,NORMAL,1.0,0.9580608813907392,13.56,22.755516351663566
2019-03-20,NORMAL,1.0,0.9656861756833319,13.91,19.9549592548291
2019-03-21,NORMAL,1.0,0.9719250528318171,13.63,20.26808056387123
2019-03-22,HIGH_CHOP,0.5,0.8861204977714867,16.48,24.91359986133533
2019-03-25,HIGH_CHOP,0.5,0.8159167709039437,16.33,28.93971658580422
2019-03-26,NORMAL,1.0,0.8493864489214085,14.68,32.42901774701059
2019-03-27,HIGH_CHOP,0.5,0.7858616400266069,15.15,35.45307875338945
2019-03-28,NORMAL,1.0,0.8247958872944965,14.43,35.04398638628883
2019-03-29,NORMAL,1.0,0.856651180513679,13.71,34.05043190495777
2019-04-01,NORMAL,1.0,0.8827146022384647,13.4,33.18935135447085
2019-04-02,NORMAL,1.0,0.9040392200132892,13.36,29.385436647053123
2019-04-03,NORMAL,1.0,0.9214866345563275,13.74,27.221881979112293
2019-04-04,NORMAL,1.0,0.9357617919097225,13.58,25.346801266896907
2019-04-05,NORMAL,1.0,0.9474414661079547,12.82,23.53682080804021
2019-04-08,NORMAL,1.0,0.9569975631792356,13.18,20.44969844425252
2019-04-09,NORMAL,1.0,0.9648161880557382,14.28,18.5583358588635
2019-04-10,NORMAL,1.0,0.9712132447728767,13.3,16.08642227009465
2019-04-11,NORMAL,1.0,0.9764472002687172,13.02,17.361532566364225
2019-04-12,NORMAL,1.0,0.9807295274925867,12.01,16.86429699090015
2019-04-15,NORMAL,1.0,0.9842332497666617,12.32,16.433359492164623
2019-04-16,NORMAL,1.0,0.9870999316272686,12.18,15.068242357455036
2019-04-17,NORMAL,1.0,0.9894453986041287,12.6,16.412623185931785
2019-04-18,NORMAL,1.0,0.9913644170397415,12.09,15.97732536233298
2019-04-19,NORMAL,1.0,0.9929345230325157,12.09,15.600067248547347
2019-04-22,NORMAL,1.0,0.9942191552084219,12.42,15.273110216599797
2019-04-23,NORMAL,1.0,0.9952702178977997,12.28,16.742144483907623
2019-04-24,NORMAL,1.0,0.9961301782800178,13.14,18.015307515574406
2019-04-25,NORMAL,1.0,0.9968337822291053,13.25,21.28335456938796
2019-04-26,NORMAL,1.0,0.9974094581874497,12.73,24.115662016026373
2019-04-29,NORMAL,1.0,0.9978804657897316,13.11,26.570328469779664
2019-04-30,NORMAL,1.0,0.998265835646144,13.12,26.64890741488102
2019-05-01,NORMAL,1.0,0.998581138255936,14.8,32.27009588664961
2019-05-02,NORMAL,1.0,0.998839113118493,14.42,38.048126962049736
2019-05-03,NORMAL,1.0,0.9990501834605852,12.87,42.969492501854745
2019-05-06,MILD_CHOP,0.75,0.9537683319222969,15.44,47.23467596968575
2019-05-07,HIGH_CHOP,0.5,0.8712649988455157,19.32,51.65065827624805
2019-05-08,HIGH_CHOP,0.5,0.8037622717826947,19.4,55.8037078148467
2019-05-09,MILD_CHOP,0.75,0.7939873132767501,19.1,59.79532388817052
2019-05-10,MILD_CHOP,0.75,0.7859896199537045,16.04,63.25472448505117
2019-05-13,HIGH_CHOP,0.5,0.7339915072348492,20.55,66.84336372468813
2019-05-14,MILD_CHOP,0.75,0.7369021422830584,18.06,69.9535177323735
2019-05-15,MILD_CHOP,0.75,0.7392835709588659,16.44,67.36026465775645
2019-05-16,MILD_CHOP,0.75,0.7412320126027084,15.29,63.93694514870216
2019-05-17,MILD_CHOP,0.75,0.7428261921294886,15.96,61.86889888388069
2019-05-20,MILD_CHOP,0.75,0.744130520833218,16.31,60.83622074626817
2019-05-21,NORMAL,1.0,0.7906522443180874,14.95,60.76571780259947
2019-05-22,NORMAL,1.0,0.8287154726238897,14.75,61.989060945433415
2019-05-23,MILD_CHOP,0.75,0.8144035685104551,16.92,63.08203259049141
2019-05-24,MILD_CHOP,0.75,0.8026938287812814,15.85,61.4677433473267
2019-05-27,MILD_CHOP,0.75,0.7931131326392301,15.85,60.0686926699173
2019-05-28,MILD_CHOP,0.75,0.7852743812502792,17.5,58.31110279008432
2019-05-29,MILD_CHOP,0.75,0.7788608573865919,17.9,58.98534763330559
2019-05-30,MILD_CHOP,0.75,0.7736134287708479,17.3,60.2220688115545
2019-05-31,MILD_CHOP,0.75,0.7693200780852392,18.71,61.71111334870456
2019-06-03,MILD_CHOP,0.75,0.7658073366151956,18.86,63.00161861423461
2019-06-04,MILD_CHOP,0.75,0.7629332754124327,16.97,59.987671519021895
2019-06-05,MILD_CHOP,0.75,0.7605817707919903,16.09,58.68557341425759
2019-06-06,NORMAL,1.0,0.8041123579207192,15.93,57.55708839012853
2019-06-07,MILD_CHOP,0.75,0.7942737473896793,16.3,56.89609707124543
2019-06-10,NORMAL,1.0,0.8316785205915558,15.94,49.96344098999611
2019-06-11,MILD_CHOP,0.75,0.8168278804840001,15.99,43.80392807444559
2019-06-12,MILD_CHOP,0.75,0.8046773567596364,15.91,40.01387329695067
2019-06-13,MILD_CHOP,0.75,0.7947360191669751,15.82,36.729159156455076
2019-06-14,MILD_CHOP,0.75,0.7866021975002523,15.28,35.90986437926248
2019-06-17,MILD_CHOP,0.75,0.7799472525002064,15.35,35.19980890569556
2019-06-18,MILD_CHOP,0.75,0.7745022975001687,15.15,34.32212836913082
2019-06-19,NORMAL,1.0,0.8155018797728653,14.33,33.561471904108046
2019-06-20,NORMAL,1.0,0.8490469925414352,14.75,34.065865372382746
2019-06-21,MILD_CHOP,0.75,0.8310384484429924,15.4,34.50300637822081
2019-06-24,MILD_CHOP,0.75,0.8163041850897209,15.26,33.610523924506516
2019-06-25,HIGH_CHOP,0.5,0.7587943332552262,16.28,36.11759187261818
2019-06-26,HIGH_CHOP,0.5,0.7117408181179123,16.21,38.290384094314945
2019-06-27,MILD_CHOP,0.75,0.7186970330055646,15.82,40.17347068645215
2019-06-28,NORMAL,1.0,0.7698430270045529,15.08,41.987269144499535
2019-07-01,NORMAL,1.0,0.8116897493673614,14.06,39.01002544192629
2019-07-02,NORMAL,1.0,0.8459279767551138,12.93,36.512030732321584
2019-07-03,NORMAL,1.0,0.8739410718905476,12.57,34.34710198399751
2019-07-04,NORMAL,1.0,0.8968608770013571,12.57,32.26245483950033
2019-07-05,NORMAL,1.0,0.9156134448192921,13.28,31.616510825797956
2019-07-08,NORMAL,1.0,0.9309564548521481,13.96,31.750536314987354
2019-07-09,NORMAL,1.0,0.943509826697212,14.09,35.16122250877863
2019-07-10,NORMAL,1.0,0.9537807672977188,13.03,33.3993768019352
2019-07-11,NORMAL,1.0,0.962184264152679,12.93,30.652805525996925
2019-07-12,NORMAL,1.0,0.9690598524885554,12.39,28.5984674655992
2019-07-15,NORMAL,1.0,0.9746853338542725,12.68,25.109708817807604
2019-07-16,NORMAL,1.0,0.9792880004262228,12.86,24.101424965065124
2019-07-17,NORMAL,1.0,0.9830538185305457,13.97,22.943024917950325
2019-07-18,NORMAL,1.0,0.9861349424340828,13.53,21.939078210450834
2019-07-19,NORMAL,1.0,0.9886558619915222,14.45,25.555940262609848
2019-07-22,NORMAL,1.0,0.9907184325385181,13.53,28.69055404114766
2019-07-23,NORMAL,1.0,0.9924059902587874,12.61,26.5918957294234
2019-07-24,NORMAL,1.0,0.9937867193026442,12.07,24.773058525929038
2019-07-25,NORMAL,1.0,0.9949164067021634,12.74,23.771808611999532
2019-07-26,NORMAL,1.0,0.9958406963926791,12.16,21.499719875345185
2019-07-29,NORMAL,1.0,0.996596933412192,12.83,18.69317254525035
2019-07-30,NORMAL,1.0,0.9972156727917934,13.94,17.42291571200947
2019-07-31,HIGH_CHOP,0.5,0.9068128231932855,16.12,17.944177995092673
2019-08-01,HIGH_CHOP,0.5,0.8328468553399608,17.87,20.188021822372495
2019-08-02,HIGH_CHOP,0.5,0.7723292452781497,17.61,26.864557645113074
2019-08-05,HIGH_CHOP,0.5,0.7228148370457589,24.59,33.21193253985861
2019-08-06,HIGH_CHOP,0.5,0.6823030484919845,20.17,38.737786771517065
2019-08-07,HIGH_CHOP,0.5,0.6491570396752601,19.49,41.72130793767286
2019-08-08,HIGH_CHOP,0.5,0.6220375779161219,16.91,37.996004814587394
2019-08-09,HIGH_CHOP,0.5,0.5998489273859179,17.97,34.76740877457999
2019-08-12,HIGH_CHOP,0.5,0.5816945769521146,21.09,32.565234198261486
2019-08-13,HIGH_CHOP,0.5,0.5668410175062756,17.52,29.77431622039038
2019-08-14,HIGH_CHOP,0.5,0.5546881052324073,22.1,27.355520639568752
2019-08-15,HIGH_CHOP,0.5,0.5447448133719696,21.18,24.362769460427167
2019-08-16,MILD_CHOP,0.75,0.5820639382134296,18.47,21.299332976236016
2019-08-19,HIGH_CHOP,0.5,0.5671432221746242,16.88,20.129231013318257
2019-08-20,HIGH_CHOP,0.5,0.5549353635974198,17.5,18.13870603822575
2019-08-21,MILD_CHOP,0.75,0.5904016611251617,15.8,16.413584393145577
2019-08-22,HIGH_CHOP,0.5,0.5739649954660413,16.68,16.827805332157688
2019-08-23,HIGH_CHOP,0.5,0.5605168144722156,19.87,19.733848691620828
2019-08-26,HIGH_CHOP,0.5,0.549513757295449,19.32,22.252419603155552
2019-08-27,HIGH_CHOP,0.5,0.5405112559690037,20.31,19.9968296892431
2019-08-28,HIGH_CHOP,0.5,0.5331455730655484,19.35,17.517529438952838
2019-08-29,MILD_CHOP,0.75,0.5725736506899941,17.88,17.475224397291978
2019-08-30,HIGH_CHOP,0.5,0.5593784414736315,18.98,15.673675816328627
2019-09-02,HIGH_CHOP,0.5,0.5485823612056985,18.98,16.023712867530122
2019-09-03,HIGH_CHOP,0.5,0.5397492046228441,19.66,16.883454807550418
2019-09-04,MILD_CHOP,0.75,0.5779766219641451,17.33,18.657498830412425
2019-09-05,HIGH_CHOP,0.5,0.5637990543343006,16.27,22.738390875231687
2019-09-06,MILD_CHOP,0.75,0.5976537717280641,15.0,26.275163980741716
2019-09-09,MILD_CHOP,0.75,0.6253530859593252,15.27,28.081821610315718
2019-09-10,MILD_CHOP,0.75,0.6480161612394478,15.2,29.64759155594652
2019-09-11,NORMAL,1.0,0.7120132228322755,14.61,27.913094690682343
2019-09-12,NORMAL,1.0,0.764374455044589,14.22,26.79625768977196
2019-09-13,NORMAL,1.0,0.8072154632183,13.74,30.280926566981616
2019-09-16,NORMAL,1.0,0.8422671971786091,14.67,33.300972927229985
2019-09-17,NORMAL,1.0,0.8709458886006802,14.44,32.643349857839176
2019-09-18,NORMAL,1.0,0.8944102724914655,13.95,31.63196569941848
2019-09-19,NORMAL,1.0,0.9136084047657445,14.05,29.09577501264793
2019-09-20,HIGH_CHOP,0.5,0.8384068766265181,15.32,26.897743084113458
2019-09-23,NORMAL,1.0,0.8677874445126057,14.91,24.264634367154144
2019-09-24,HIGH_CHOP,0.5,0.8009170000557683,17.05,21.982606812456073
2019-09-25,MILD_CHOP,0.75,0.7916593636819922,15.96,20.540179319660982
2019-09-26,HIGH_CHOP,0.5,0.7386303884670845,16.07,20.648147423927536
2019-09-27,HIGH_CHOP,0.5,0.6952430451094328,17.22,20.74171978095855
2019-09-30,HIGH_CHOP,0.5,0.6597443096349904,16.24,20.822815823718763
2019-10-01,HIGH_CHOP,0.5,0.6306998897013558,18.56,23.326277735905485
2019-10-02,HIGH_CHOP,0.5,0.6069362733920184,20.56,25.91519707978637
2019-10-03,HIGH_CHOP,0.5,0.5874933145934695,19.12,28.977702370478255
2019-10-04,HIGH_CHOP,0.5,0.5715854392128387,17.04,32.50510644861507
2019-10-07,HIGH_CHOP,0.5,0.5585699048105043,17.86,28.966260507566485
2019-10-08,HIGH_CHOP,0.5,0.5479208312085944,20.28,25.89926069199105
2019-10-09,HIGH_CHOP,0.5,0.5392079528070317,18.64,23.241194185159003
2019-10-10,HIGH_CHOP,0.5,0.5320792341148441,17.57,25.58453289334065
2019-10-11,MILD_CHOP,0.75,0.5717011915485088,15.58,28.191638084503218
2019-10-14,NORMAL,1.0,0.6495737021760526,14.57,31.255638254291426
2019-10-15,NORMAL,1.0,0.7132875745076794,13.54,31.5502033239756
2019-10-16,NORMAL,1.0,0.7654171064153741,13.68,28.216061451080293
2019-10-17,NORMAL,1.0,0.8080685416125788,13.79,25.32647182790436
2019-10-18,NORMAL,1.0,0.8429651704102916,14.25,26.49802700869164
