date,price,position
2019-01-01,5957.5,0.0
2019-01-02,5851.0,0.0
2019-01-03,5759.0,0.0
2019-01-04,5940.5,0.0
2019-01-07,5944.5,0.0
2019-01-08,5932.5,0.0
2019-01-09,5995.0,0.0
2019-01-10,5972.0,0.0
2019-01-11,5978.0,0.0
2019-01-14,5940.75,0.0
2019-01-15,5959.0,0.0
2019-01-16,6005.0,0.0
2019-01-17,6030.0,0.0
2019-01-18,6080.0,0.0
2019-01-21,6018.0,0.0
2019-01-22,5972.0,0.0
2019-01-23,5996.75,0.0
2019-01-24,5971.0,0.0
2019-01-25,6096.0,0.0
2019-01-28,6048.25,0.0
2019-01-29,6085.5,1.0
2019-01-30,6170.0,1.0
2019-01-31,6204.0,1.0
2019-02-01,6183.5,1.0
2019-02-04,6215.5,1.0
2019-02-05,6272.0,1.0
2019-02-06,6314.0,1.0
2019-02-07,6276.5,1.0
2019-02-08,6239.5,1.0
2019-02-11,6167.0,1.0
2019-02-12,6125.25,1.0
2019-02-13,6125.5,1.0
2019-02-14,6143.0,1.0
2019-02-15,6200.0,1.0
2019-02-18,6284.5,1.0
2019-02-19,6324.25,1.0
2019-02-20,6416.0,1.0
2019-02-21,6397.5,1.0
2019-02-22,6479.5,1.0
2019-02-25,6481.5,1.0
2019-02-26,6499.25,1.0
2019-02-27,6510.5,1.0
2019-02-28,6521.0,1.0
2019-03-01,6484.5,1.0
2019-03-04,6407.5,1.0
2019-03-05,6477.5,1.0
2019-03-06,6484.5,1.0
2019-03-07,6430.0,1.0
2019-03-08,6406.0,1.0
2019-03-11,6416.0,1.0
2019-03-12,6488.5,1.0
2019-03-13,6479.5,1.0
2019-03-14,6425.0,1.0
2019-03-15,6440.75,1.0
2019-03-18,6433.25,1.0
2019-03-19,6478.0,1.0
2019-03-20,6476.5,1.0
2019-03-21,6444.0,1.0
2019-03-22,6335.0,-1.0
2019-03-25,6366.0,-1.0
2019-03-26,6340.25,-1.0
2019-03-27,6349.0,-1.0
2019-03-28,6370.75,-1.0
2019-03-29,6489.5,0.0
2019-04-01,6481.5,1.0
2019-04-02,6450.5,0.0
2019-04-03,6508.0,0.0
2019-04-04,6478.5,0.0
2019-04-05,6441.0,0.0
2019-04-08,6516.0,1.0
2019-04-09,6523.5,1.0
2019-04-10,6508.0,1.0
2019-04-11,6452.0,1.0
2019-04-12,6521.5,1.0
2019-04-15,6521.5,1.0
2019-04-16,6534.25,1.0
2019-04-17,6592.5,1.0
2019-04-18,6515.75,1.0
2019-04-19,6515.75,1.0
2019-04-22,6515.75,1.0
2019-04-23,6445.5,1.0
2019-04-24,6480.75,1.0
2019-04-25,6401.25,1.0
2019-04-26,6436.0,0.0
2019-04-29,6437.75,0.0
2019-04-30,6455.0,0.0
2019-05-01,6285.0,-1.0
2019-05-02,6210.0,-1.0
2019-05-03,6278.0,-1.0
2019-05-06,6278.0,-1.0
2019-05-07,6232.0,-1.0
2019-05-08,6201.5,-1.0
2019-05-09,6143.5,-1.0
2019-05-10,6174.5,-1.0
2019-05-13,6057.5,-1.0
2019-05-14,6079.0,-1.0
2019-05-15,6136.5,-1.0
2019-05-16,6155.5,-1.0
2019-05-17,6110.25,-1.0
2019-05-20,6084.25,-1.0
2019-05-21,6058.25,-1.0
2019-05-22,5999.5,-1.0
2019-05-23,5993.5,-1.0
2019-05-24,6016.5,-1.0
2019-05-27,6016.5,-1.0
2019-05-28,6018.5,-1.0
2019-05-29,5953.0,-1.0
2019-05-30,5924.5,-1.0
2019-05-31,5893.0,-1.0
2019-06-03,5905.0,-1.0
2019-06-04,5939.75,-1.0
2019-06-05,5866.5,-1.0
2019-06-06,5865.5,-1.0
2019-06-07,5857.0,-1.0
2019-06-10,5915.75,-1.0
2019-06-11,5922.0,-1.0
2019-06-12,5902.5,-1.0
2019-06-13,5905.0,-1.0
2019-06-14,5861.5,-1.0
2019-06-17,5885.75,-1.0
2019-06-18,5983.0,-1.0
2019-06-19,5959.0,-1.0
2019-06-20,6015.0,0.0
2019-06-21,6016.75,0.0
2019-06-24,6009.0,0.0
2019-06-25,6088.5,1.0
2019-06-26,6037.5,1.0
2019-06-27,6036.75,1.0
2019-06-28,6032.5,1.0
2019-07-01,6005.5,1.0
2019-07-02,5945.75,0.0
2019-07-03,5973.0,1.0
2019-07-04,5974.5,1.0
2019-07-05,5960.0,1.0
2019-07-08,5953.5,1.0
2019-07-09,5883.0,0.0
2019-07-10,5996.0,1.0
2019-07-11,6012.0,1.0
2019-07-12,5987.5,1.0
2019-07-15,6034.0,1.0
2019-07-16,6066.25,1.0
2019-07-17,6036.25,1.0
2019-07-18,6039.25,1.0
2019-07-19,6119.5,1.0
2019-07-22,6077.5,1.0
2019-07-23,6026.0,-1.0
2019-07-24,6053.75,0.0
2019-07-25,6063.0,0.0
2019-07-26,6020.25,0.0
2019-07-29,6069.5,1.0
2019-07-30,5995.75,1.0
2019-07-31,5977.5,0.0
2019-08-01,5951.25,0.0
2019-08-02,5784.5,-1.0
2019-08-05,5743.75,-1.0
2019-08-06,5739.5,-1.0
2019-08-07,5761.25,-1.0
2019-08-08,5849.75,-1.0
2019-08-09,5805.75,-1.0
2019-08-12,5795.0,-1.0
2019-08-13,5879.25,-1.0
2019-08-14,5819.75,-1.0
2019-08-15,5805.5,-1.0
2019-08-16,5797.25,-1.0
2019-08-19,5830.0,-1.0
2019-08-20,5765.0,-1.0
2019-08-21,5789.5,-1.0
2019-08-22,5741.0,-1.0
2019-08-23,5689.0,-1.0
2019-08-26,5689.0,-1.0
2019-08-27,5738.0,-1.0
2019-08-28,5738.0,-1.0
2019-08-29,5771.25,-1.0
2019-08-30,5724.25,-1.0
2019-09-02,5680.0,-1.0
2019-09-03,5664.0,-1.0
2019-09-04,5794.0,0.0
2019-09-05,5894.75,0.0
2019-09-06,5889.0,1.0
2019-09-09,5872.25,1.0
2019-09-10,5881.5,0.0
2019-09-11,5826.25,0.0
2019-09-12,5884.25,1.0
2019-09-13,6022.75,1.0
2019-09-16,5924.5,1.0
2019-09-17,5877.5,1.0
2019-09-18,5864.0,1.0
2019-09-19,5841.5,1.0
2019-09-20,5852.0,1.0
2019-09-23,5826.25,1.0
2019-09-24,5826.25,1.0
2019-09-25,5835.5,1.0
2019-09-26,5769.0,0.0
2019-09-27,5814.0,1.0
2019-09-30,5769.25,1.0
2019-10-01,5735.0,1.0
2019-10-02,5721.25,-1.0
2019-10-03,5712.5,-1.0
2019-10-04,5696.0,-1.0
2019-10-07,5782.25,-1.0
2019-10-08,5735.0,-1.0
2019-10-09,5742.0,-1.0
2019-10-10,5840.75,-1.0
2019-10-11,5859.25,-1.0
2019-10-14,5876.0,-1.0
2019-10-15,5832.75,-1.0
2019-10-16,5796.25,-1.0
2019-10-17,5803.75,-1.0
2019-10-18,5864.5,0.0
2019-10-21,5889.5,1.0
2019-10-22,5884.5,1.0
2019-10-23,5943.0,1.0
2019-10-24,5940.5,1.0
2019-10-25,5990.5,1.0
2019-10-28,5971.0,1.0
2019-10-29,5990.5,1.0
2019-10-30,5973.0,1.0
2019-10-31,5858.5,1.0
2019-11-01,5914.75,1.0
2019-11-04,5944.0,1.0
2019-11-05,6008.25,1.0
2019-11-06,5969.25,1.0
2019-11-07,6031.25,1.0
2019-11-08,5986.25,1.0
2019-11-11,5946.0,1.0
2019-11-12,5937.5,1.0
2019-11-13,5900.25,1.0
2019-11-14,5879.0,1.0
2019-11-15,5915.25,1.0
2019-11-18,5890.0,0.0
2019-11-19,5932.5,0.0
2019-11-20,5930.5,0.0
2019-11-21,5888.5,0.0
2019-11-22,5910.0,-1.0
2019-11-25,5918.75,-1.0
2019-11-26,5973.0,-1.0
2019-11-27,5998.5,0.0
2019-11-28,5947.0,1.0
2019-11-29,5916.25,0.0
2019-12-02,5936.25,0.0
2019-12-03,5862.0,-1.0
2019-12-04,5935.0,-1.0
2019-12-05,5942.25,-1.0
2019-12-06,6042.5,0.0
2019-12-09,6124.25,1.0
2019-12-10,6150.75,1.0
2019-12-11,6206.25,1.0
2019-12-12,6205.75,1.0
2019-12-13,6169.75,1.0
2019-12-16,6228.75,1.0
2019-12-17,6234.0,1.0
2019-12-18,6209.75,1.0
2019-12-19,6246.0,1.0
2019-12-20,6209.25,1.0
2019-12-23,6228.25,1.0
2019-12-24,6252.5,1.3
2019-12-25,6252.5,1.3
2019-12-26,6252.5,1.3
2019-12-27,6250.5,1.3
2019-12-30,6255.5,1.3
2019-12-31,6208.5,1.3
2020-01-01,6208.5,1.3
2020-01-02,6231.75,1.3
2020-01-03,6180.0,1.3
2020-01-06,6190.25,1.3
2020-01-07,6200.0,1.3
2020-01-08,6231.25,1.3
2020-01-09,6237.5,1.3
2020-01-10,6253.0,1.3
2020-01-13,6342.0,1.3
2020-01-14,6354.25,1.3
2020-01-15,6338.5,1.3
2020-01-16,6328.0,1.3
2020-01-17,6325.0,1.3
2020-01-20,6307.0,1.3
2020-01-21,6217.0,0.0
2020-01-22,6163.0,-1.3
2020-01-23,6044.5,-1.3
2020-01-24,5981.25,-1.3
2020-01-27,5800.25,-1.3
2020-01-28,5764.0,-0.6
2020-01-29,5704.75,-0.6
2020-01-30,5649.5,-0.6
2020-01-31,5627.75,-0.6
2020-02-03,5597.0,-0.6
2020-02-04,5690.0,-0.6
2020-02-05,5790.75,-0.6
2020-02-06,5801.0,-0.6
2020-02-07,5734.25,-0.6
2020-02-10,5733.5,-0.6
2020-02-11,5809.25,-0.9
2020-02-12,5830.25,-0.9
2020-02-13,5855.25,-0.9
2020-02-14,5825.0,-0.9
2020-02-17,5876.0,-0.9
2020-02-18,5842.0,-0.9
2020-02-19,5834.5,-0.9
2020-02-20,5793.75,-0.9
2020-02-21,5830.5,-0.9
2020-02-24,5756.75,-0.9
2020-02-25,5751.75,-0.9
2020-02-26,5739.0,0.0
2020-02-27,5684.5,0.0
2020-02-28,5703.75,0.9
2020-03-02,5775.25,0.9
2020-03-03,5742.25,0.9
2020-03-04,5756.75,0.0
2020-03-05,5745.25,0.0
2020-03-06,5679.25,0.0
2020-03-09,5608.0,-0.9
2020-03-10,5636.25,-0.6
2020-03-11,5597.0,-0.6
2020-03-12,5513.25,-0.6
2020-03-13,5530.75,-0.6
2020-03-16,5355.5,-0.6
2020-03-17,5215.0,-0.9
2020-03-18,4830.0,-0.9
2020-03-19,4905.0,-0.9
2020-03-20,4890.0,-0.9
2020-03-23,4711.0,-0.9
2020-03-24,4890.0,-0.9
2020-03-25,4926.75,-0.9
2020-03-26,4875.75,-0.9
2020-03-27,4860.5,-0.9
2020-03-30,4837.5,-0.9
2020-03-31,5020.5,-0.9
2020-04-01,4876.25,-0.9
2020-04-02,4969.75,-0.9
2020-04-03,4907.25,-0.9
2020-04-06,4949.25,-0.9
2020-04-07,5105.5,-0.9
2020-04-08,5069.75,-0.9
2020-04-09,5085.25,-0.9
2020-04-10,5085.25,-0.9
2020-04-13,5085.25,-0.9
2020-04-14,5218.75,0.0
2020-04-15,5171.5,0.9
2020-04-16,5202.75,0.9
2020-04-17,5269.0,0.9
2020-04-20,5245.5,0.9
2020-04-21,5098.5,0.9
2020-04-22,5194.0,0.9
2020-04-23,5229.25,0.9
2020-04-24,5210.75,0.9
2020-04-27,5266.0,0.9
2020-04-28,5291.75,0.9
2020-04-29,5329.75,0.9
2020-04-30,5257.25,0.9
2020-05-01,5185.0,0.9
2020-05-04,5198.0,0.9
2020-05-05,5233.0,0.9
2020-05-06,5275.75,0.9
2020-05-07,5353.0,0.9
2020-05-08,5353.0,0.9
2020-05-11,5338.25,0.9
2020-05-12,5335.5,0.9
2020-05-13,5305.0,0.9
2020-05-14,5286.5,0.9
2020-05-15,5264.25,0.0
2020-05-18,5393.25,0.9
2020-05-19,5430.0,0.9
2020-05-20,5515.25,0.9
2020-05-21,5467.25,0.9
2020-05-22,5365.0,0.9
2020-05-25,5365.0,0.9
2020-05-26,5438.25,0.9
2020-05-27,5334.5,0.0
2020-05-28,5407.0,0.9
2020-05-29,5448.0,0.9
2020-06-01,5560.25,0.9
2020-06-02,5602.5,0.9
2020-06-03,5597.5,0.9
2020-06-04,5601.5,0.9
2020-06-05,5757.25,0.9
2020-06-08,5765.25,0.9
2020-06-09,5836.0,0.9
2020-06-10,5963.5,0.9
2020-06-11,5827.25,0.9
2020-06-12,5842.25,0.9
2020-06-15,5769.0,0.9
2020-06-16,5788.75,0.9
2020-06-17,5828.5,0.9
2020-06-18,5857.5,0.9
2020-06-19,5897.25,0.9
2020-06-22,5926.75,0.9
2020-06-23,5950.75,0.6
2020-06-24,5901.5,0.6
2020-06-25,5933.5,0.6
2020-06-26,5983.75,0.6
2020-06-29,5994.5,0.6
2020-06-30,6045.75,0.6
2020-07-01,6090.0,0.6
2020-07-02,6102.5,0.6
2020-07-03,6041.75,0.6
2020-07-06,6133.5,0.6
2020-07-07,6196.75,0.6
2020-07-08,6225.0,0.6
2020-07-09,6300.25,0.6
2020-07-10,6399.5,0.6
2020-07-13,6538.75,0.6
2020-07-14,6486.0,0.6
2020-07-15,6379.25,0.6
2020-07-16,6423.0,0.6
2020-07-17,6434.5,0.6
2020-07-20,6478.25,0.6
2020-07-21,6518.75,0.6
2020-07-22,6466.0,0.6
2020-07-23,6507.75,0.6
2020-07-24,6388.25,0.6
2020-07-27,6412.25,0.6
2020-07-28,6462.0,0.6
2020-07-29,6466.25,0.6
2020-07-30,6421.25,0.6
2020-07-31,6403.75,0.6
2020-08-03,6485.75,0.6
2020-08-04,6462.5,0.6
2020-08-05,6497.5,0.6
2020-08-06,6485.75,0.6
2020-08-07,6320.5,-0.6
2020-08-10,6406.5,-0.6
2020-08-11,6398.5,-0.6
2020-08-12,6443.5,0.6
2020-08-13,6273.0,-0.6
2020-08-14,6379.0,-0.6
2020-08-17,6462.5,-0.6
2020-08-18,6565.75,0.0
2020-08-19,6679.75,0.6
2020-08-20,6602.95,0.6
2020-08-21,6488.0,0.6
2020-08-24,6516.5,0.6
2020-08-25,6521.25,0.6
2020-08-26,6586.25,0.6
2020-08-27,6612.25,0.6
2020-08-28,6651.75,0.6
2020-08-31,6651.75,0.6
2020-09-01,6675.25,0.6
