dt,hook,stocks,combo_eqw,combo_10vol
2001-05-11,0.0025845858475015,0.0025366743429063,0.0025606300952039,0.0063960752499237165
2001-05-14,0.0038981887734435,-0.0080675208036483,-0.0020846660151024,-0.0051057794848772715
2001-05-15,-0.0015450951734227,-9.872771445234302e-05,-0.0008219114439375215,-0.0019777417914090124
2001-05-16,-0.0007622380463275,0.0,-0.00038111902316375,-0.000914603710956923
2001-05-17,-0.0024757169006674,0.0,-0.0012378584503337,-0.0030045519961764433
2001-05-18,-0.0055324524303246,0.0,-0.0027662262151623,-0.00691556553790575
2001-05-21,-0.0151978892049712,0.0,-0.0075989446024856,-0.018997361506214002
2001-05-22,0.0064289414974594,-0.0,0.0032144707487297,0.008036176871824249
2001-05-23,0.001426204555419,-0.0,0.0007131022777095,0.00178275569427375
2001-05-24,-0.0063501625259823,0.0,-0.00317508126299115,-0.007937703157477875
2001-05-25,0.0040478992319272,-0.0042366736217006,-9.438719488669969e-05,-0.00023596798721674923
2001-05-28,-0.0001058406138137,-0.0001076435178399,-0.0001067420658268,-0.000266855164567
2001-05-29,-0.0,-0.0,-0.0,-0.0
2001-05-30,-0.0,0.002794477091788,0.001397238545894,0.0034930963647350002
2001-05-31,-0.0,-0.000106002003262,-5.3001001631e-05,-0.0001325025040775
